Year,DOI,Title,Number of Authors,Author Name,Author Position,Author Position Type,OpenAlex Author ID,Author ORCID,Number of Affiliations,First Institution Name,Raw Affiliation String,First Institution ID,First Institution ROR,First Institution Type,First Institution Country Code
2021,10.1109/mcg.2019.2911230,QuteVis: Visually Studying Transportation Patterns Using Multi-Sketch Query of Joint Traffic Situations,6,Ye Zhao,2,middle,https://openalex.org/A2174886271,https://orcid.org/0000-0003-3877-0943,1.0,Kent State University,"Kent State University, Kent, OH USA.",https://openalex.org/I149910238,https://ror.org/049pfb863,education,US
2021,10.1109/mcg.2019.2911230,QuteVis: Visually Studying Transportation Patterns Using Multi-Sketch Query of Joint Traffic Situations,6,Farah Kamw,3,middle,https://openalex.org/A2565375641,https://orcid.org/0000-0003-1889-9790,1.0,Kent State University,"Kent State University, Kent, OH USA.",https://openalex.org/I149910238,https://ror.org/049pfb863,education,US
2021,10.1109/mcg.2019.2911230,QuteVis: Visually Studying Transportation Patterns Using Multi-Sketch Query of Joint Traffic Situations,6,Jing Yang,4,middle,https://openalex.org/A2118406245,,1.0,University of North Carolina at Charlotte,"University of North Carolina at Charlotte,Charlotte,NC,USA",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2021,10.1109/mcg.2019.2911230,QuteVis: Visually Studying Transportation Patterns Using Multi-Sketch Query of Joint Traffic Situations,6,Xinyue Ye,5,middle,https://openalex.org/A2643523576,https://orcid.org/0000-0001-8838-9476,1.0,New Jersey Institute of Technology,"New Jersey Institute of Tech, Newark, NJ, USA#TAB#",https://openalex.org/I118118575,https://ror.org/05e74xb87,education,US
2021,10.1109/mcg.2019.2911230,QuteVis: Visually Studying Transportation Patterns Using Multi-Sketch Query of Joint Traffic Situations,6,Wei Chen,6,last,https://openalex.org/A2998626336,https://orcid.org/0000-0001-6767-3099,1.0,Zhejiang University,Zhejiang University Hangzhou CHINA,https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/mcg.2020.2985368,Many Views Are Not Enough: Designing for Synoptic Insights in Cultural Collections,7,Florian Windhager,1,first,https://openalex.org/A63435741,https://orcid.org/0000-0002-5170-2243,1.0,Danube University Krems,Danube Univ Krems,https://openalex.org/I132976966,https://ror.org/03ef4a036,education,AT
2021,10.1109/mcg.2020.2985368,Many Views Are Not Enough: Designing for Synoptic Insights in Cultural Collections,7,Saminu Salisu,2,middle,https://openalex.org/A2886678493,,1.0,Danube University Krems,Danube Univ Krems,https://openalex.org/I132976966,https://ror.org/03ef4a036,education,AT
2021,10.1109/mcg.2020.2985368,Many Views Are Not Enough: Designing for Synoptic Insights in Cultural Collections,7,Roger A. Leite,3,middle,https://openalex.org/A2224546941,,1.0,TU Wien,Vienna University of Technology,https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2021,10.1109/mcg.2020.2985368,Many Views Are Not Enough: Designing for Synoptic Insights in Cultural Collections,7,Velitchko Andreev Filipov,4,middle,https://openalex.org/A2961856267,https://orcid.org/0000-0001-9592-2179,1.0,TU Wien,Vienna University of Technology,https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2021,10.1109/mcg.2020.2985368,Many Views Are Not Enough: Designing for Synoptic Insights in Cultural Collections,7,Silvia Miksch,5,middle,https://openalex.org/A193994343,https://orcid.org/0000-0002-9555-3374,1.0,TU Wien,Vienna University of Technology,https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2021,10.1109/mcg.2020.2985368,Many Views Are Not Enough: Designing for Synoptic Insights in Cultural Collections,7,Günther Schreder,6,middle,https://openalex.org/A2438095589,https://orcid.org/0000-0002-3034-5195,1.0,Danube University Krems,Danube Univ Krems,https://openalex.org/I132976966,https://ror.org/03ef4a036,education,AT
2021,10.1109/mcg.2020.2985368,Many Views Are Not Enough: Designing for Synoptic Insights in Cultural Collections,7,Eva Mayr,7,last,https://openalex.org/A1839689099,https://orcid.org/0000-0001-8402-5990,1.0,Danube University Krems,Danube Univ Krems,https://openalex.org/I132976966,https://ror.org/03ef4a036,education,AT
2021,10.1109/mcg.2020.2973939,CLEVis: A Semantic Driven Visual Analytics System for Community Level Events,8,Chao Ma,1,first,https://openalex.org/A2354263023,,1.0,Kent State University,"Kent State University, Kent, OH USA.",https://openalex.org/I149910238,https://ror.org/049pfb863,education,US
2021,10.1109/mcg.2020.2973939,CLEVis: A Semantic Driven Visual Analytics System for Community Level Events,8,Ye Zhao,2,middle,https://openalex.org/A2174886271,https://orcid.org/0000-0003-3877-0943,1.0,Kent State University,"Kent State University, Kent, OH USA.",https://openalex.org/I149910238,https://ror.org/049pfb863,education,US
2021,10.1109/mcg.2020.2973939,CLEVis: A Semantic Driven Visual Analytics System for Community Level Events,8,Andrew Curtis,3,middle,https://openalex.org/A2160775629,,1.0,Case Western Reserve University,"Case Western Reserve Univ., Cleveland, OH, USA",https://openalex.org/I58956616,https://ror.org/051fd9666,education,US
2021,10.1109/mcg.2020.2973939,CLEVis: A Semantic Driven Visual Analytics System for Community Level Events,8,Farah Kamw,4,middle,https://openalex.org/A2565375641,https://orcid.org/0000-0003-1889-9790,1.0,Concordia University Ann Arbor,"[Concordia University, Ann Arbor, MI, USA]",https://openalex.org/I2799769992,https://ror.org/01yma9m40,education,US
2021,10.1109/mcg.2020.2973939,CLEVis: A Semantic Driven Visual Analytics System for Community Level Events,8,Shamal Al-Dohuki,5,middle,https://openalex.org/A2561350039,https://orcid.org/0000-0003-1054-3538,1.0,University of Duhok,"[University of Duhok, Dohuk, Kurdistan Region, AJ, Iraq]",https://openalex.org/I6033180,https://ror.org/02g07ds81,education,IQ
2021,10.1109/mcg.2020.2973939,CLEVis: A Semantic Driven Visual Analytics System for Community Level Events,8,Jing Yang,6,middle,https://openalex.org/A2118406245,,1.0,University of North Carolina at Charlotte,"UNC Charlotte, charlotte, NC, USA",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2021,10.1109/mcg.2020.2973939,CLEVis: A Semantic Driven Visual Analytics System for Community Level Events,8,Suphanut Jamonnak,7,middle,https://openalex.org/A2979332939,,1.0,Kent State University,"Kent State University, Kent, OH USA.",https://openalex.org/I149910238,https://ror.org/049pfb863,education,US
2021,10.1109/mcg.2020.2973939,CLEVis: A Semantic Driven Visual Analytics System for Community Level Events,8,Ismael Ali,8,last,https://openalex.org/A2712189549,,1.0,University of Zakho,"University of Zakho, Dohuk, Kurdistan Region, AJ, Iraq",https://openalex.org/I36162470,https://ror.org/05sd1pz50,education,IQ
2021,10.1109/tvcg.2021.3114806,Augmenting Sports Videos with VisCommentator,7,Zhutian Chen,1,first,https://openalex.org/A2387779536,https://orcid.org/0000-0002-2313-0612,1.0,Hong Kong University of Science and Technology,"[State Key Lab of CAD & CG, Zhejiang University and Hong Kong University of Science and Technology (e-mail: zhutian@ucsd.edu)]",https://openalex.org/I200769079,https://ror.org/00q4vv597,education,CN
2021,10.1109/tvcg.2021.3114806,Augmenting Sports Videos with VisCommentator,7,Shuainan Ye,2,middle,https://openalex.org/A3091912261,,1.0,Zhejiang University,"[State Key Lab of CAD & CG, Zhejiang University (e-mail: sn-ye@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114806,Augmenting Sports Videos with VisCommentator,7,Xiangtong Chu,3,middle,https://openalex.org/A3092568790,,1.0,Zhejiang University,"[State Key Lab of CAD & CG, Zhejiang University (e-mail: chuxiangtong@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114806,Augmenting Sports Videos with VisCommentator,7,Haijun Xia,4,middle,https://openalex.org/A2295141092,,1.0,"University of California, San Diego","[Department of Cognitive Science and Design Lab, University of California, San Diego (e-mail: haijunxia@ucsd.edu)]",https://openalex.org/I36258959,https://ror.org/0168r3w48,education,US
2021,10.1109/tvcg.2021.3114806,Augmenting Sports Videos with VisCommentator,7,Hui Zhang,5,middle,https://openalex.org/A3215598050,,1.0,Zhejiang University,"[Department of Sport Science, Zhejiang University (e-mail: zhang-hui@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114806,Augmenting Sports Videos with VisCommentator,7,Huamin Qu,6,middle,https://openalex.org/A2103237498,https://orcid.org/0000-0002-3344-9694,1.0,Hong Kong University of Science and Technology,[Hong Kong University of Science and Technology (e-mail: huamin@cse.ust.hk)],https://openalex.org/I200769079,https://ror.org/00q4vv597,education,CN
2021,10.1109/tvcg.2021.3114806,Augmenting Sports Videos with VisCommentator,7,Yingcai Wu,7,last,https://openalex.org/A2101266097,https://orcid.org/0000-0002-1119-3237,1.0,Zhejiang University,"[State Key Lab of CAD & CG, Zhejiang University (e-mail: ycwu@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114832,TacticFlow: Visual Analytics of Ever-Changing Tactics in Racket Sports,5,Jiang Wu,1,first,https://openalex.org/A3040988811,,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University (e-mail: wujiang5521@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114832,TacticFlow: Visual Analytics of Ever-Changing Tactics in Racket Sports,5,Dongyu Liu,2,middle,https://openalex.org/A2293688667,https://orcid.org/0000-0002-7760-940X,1.0,Massachusetts Institute of Technology,[Massachusetts Institute of Technology (e-mail: dongyu@mit.edu)],https://openalex.org/I63966007,https://ror.org/042nb2s44,education,US
2021,10.1109/tvcg.2021.3114832,TacticFlow: Visual Analytics of Ever-Changing Tactics in Racket Sports,5,Ziyang Guo,3,middle,https://openalex.org/A3119897849,,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University (e-mail: ziyangguo27@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114832,TacticFlow: Visual Analytics of Ever-Changing Tactics in Racket Sports,5,Qingyang Xu,4,middle,https://openalex.org/A3120019165,,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University (e-mail: qingyangxu17@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114832,TacticFlow: Visual Analytics of Ever-Changing Tactics in Racket Sports,5,Yingcai Wu,5,last,https://openalex.org/A2101266097,https://orcid.org/0000-0002-1119-3237,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University (e-mail: ycwu@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114781,VideoModerator: A Risk-aware Framework for Multimodal Video Moderation in E-Commerce,5,Tan Tang,1,first,https://openalex.org/A2894559844,,,,,,,,
2021,10.1109/tvcg.2021.3114781,VideoModerator: A Risk-aware Framework for Multimodal Video Moderation in E-Commerce,5,Yanhong Wu,2,middle,https://openalex.org/A3197925975,,,,,,,,
2021,10.1109/tvcg.2021.3114781,VideoModerator: A Risk-aware Framework for Multimodal Video Moderation in E-Commerce,5,Lingyun Yu,3,middle,https://openalex.org/A2156161846,https://orcid.org/0000-0002-3152-2587,,,,,,,
2021,10.1109/tvcg.2021.3114781,VideoModerator: A Risk-aware Framework for Multimodal Video Moderation in E-Commerce,5,Yuhong Li,4,middle,https://openalex.org/A2301627832,https://orcid.org/0000-0001-8972-503X,,,,,,,
2021,10.1109/tvcg.2021.3114781,VideoModerator: A Risk-aware Framework for Multimodal Video Moderation in E-Commerce,5,Yingcai Wu,5,last,https://openalex.org/A2101266097,https://orcid.org/0000-0002-1119-3237,,,,,,,
2021,10.1109/tvcg.2021.3114878,A Visualization Approach for Monitoring Order Processing in E-Commerce Warehouse,8,Junxiu Tang,1,first,https://openalex.org/A2895397997,,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China (e-mail: tangjunxiu@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114878,A Visualization Approach for Monitoring Order Processing in E-Commerce Warehouse,8,Yuhua Zhou,2,middle,https://openalex.org/A3205105989,,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China (e-mail: zhouyuhua@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114878,A Visualization Approach for Monitoring Order Processing in E-Commerce Warehouse,8,Tan Tang,3,middle,https://openalex.org/A2894559844,,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China (e-mail: tangtan@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114878,A Visualization Approach for Monitoring Order Processing in E-Commerce Warehouse,8,Di Weng,4,middle,https://openalex.org/A2662973266,https://orcid.org/0000-0003-2712-7274,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China (e-mail: dweng@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114878,A Visualization Approach for Monitoring Order Processing in E-Commerce Warehouse,8,Boyang Xie,5,middle,https://openalex.org/A3203824528,,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China (e-mail: xboyang@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114878,A Visualization Approach for Monitoring Order Processing in E-Commerce Warehouse,8,Lingyun Yu,6,middle,https://openalex.org/A2156161846,https://orcid.org/0000-0002-3152-2587,1.0,Xi’an Jiaotong-Liverpool University,"Department of Computing, Xi'an Jiaotong-Liverpool University, Suzhou, China (e-mail: Lingyun.Yu@xjtlu.edu.cn)",https://openalex.org/I69356397,https://ror.org/03zmrmn05,education,CN
2021,10.1109/tvcg.2021.3114878,A Visualization Approach for Monitoring Order Processing in E-Commerce Warehouse,8,Huaqiang Zhang,7,middle,https://openalex.org/A3203976397,,1.0,Alibaba Group,"[Alibaba Group, Hangzhou, China (e-mail: huaqiang.zhq@cainiao.com)]",https://openalex.org/I45928872,https://ror.org/00k642b80,company,CN
2021,10.1109/tvcg.2021.3114878,A Visualization Approach for Monitoring Order Processing in E-Commerce Warehouse,8,Yingcai Wu,8,last,https://openalex.org/A2101266097,https://orcid.org/0000-0002-1119-3237,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China (e-mail: ycwu@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114821,MiningVis: Visual Analytics of the Bitcoin Mining Economy,4,Natkamon Tovanich,1,first,https://openalex.org/A3097920997,https://orcid.org/0000-0001-9680-9282,1.0,"[IRT SystemX, Paris-Saclay, Palaiseau, France, 91120 (e-mail: natkamon.tovanich@irt-systenix.fr)]","[IRT SystemX, Paris-Saclay, Palaiseau, France, 91120 (e-mail: natkamon.tovanich@irt-systenix.fr)]",,,,
2021,10.1109/tvcg.2021.3114821,MiningVis: Visual Analytics of the Bitcoin Mining Economy,4,Nicolas Soulié,2,middle,https://openalex.org/A2304920761,https://orcid.org/0000-0002-5045-3054,1.0,University of Paris,"Universit? Paris-Saclay, Univ Evry, IMT-BS, LITEM, Eviy-Coureouronnes, France, 91025 (e-mail: nicolas.soulie@imt-bs.eu)",https://openalex.org/I204730241,https://ror.org/05f82e368,education,FR
2021,10.1109/tvcg.2021.3114821,MiningVis: Visual Analytics of the Bitcoin Mining Economy,4,Nicolas Heulot,3,middle,https://openalex.org/A747868472,,1.0,"[IRT SystemX, Paris-Saclay, Palaiseau, France, 91120 (e-mail: nicolas.heulot@irt-systenix.fr)]","[IRT SystemX, Paris-Saclay, Palaiseau, France, 91120 (e-mail: nicolas.heulot@irt-systenix.fr)]",,,,
2021,10.1109/tvcg.2021.3114821,MiningVis: Visual Analytics of the Bitcoin Mining Economy,4,Petra Isenberg,4,last,https://openalex.org/A2111668110,https://orcid.org/0000-0002-2948-6417,1.0,University of Paris,"[Universit? Paris-Saclay, CNRS, baia, LISN, Orsay, France, 91405 (e-mail: petra.isenberg@inria.fr)]",https://openalex.org/I204730241,https://ror.org/05f82e368,education,FR
2021,10.1109/tvcg.2021.3114800,Real-Time Visual Analysis of High-Volume Social Media Posts,7,Johannes Knittel,1,first,https://openalex.org/A2224547955,,1.0,University of Stuttgart,[University of Stuttgart (e-mail: johannes.knittel@vis.uni-stuttgart.de)],https://openalex.org/I100066346,https://ror.org/04vnq7t77,education,DE
2021,10.1109/tvcg.2021.3114800,Real-Time Visual Analysis of High-Volume Social Media Posts,7,Steffen Koch,2,middle,https://openalex.org/A2146164273,,1.0,University of Stuttgart,[University of Stuttgart (e-mail: steffen.koch@vis.uni-stuttgart.de)],https://openalex.org/I100066346,https://ror.org/04vnq7t77,education,DE
2021,10.1109/tvcg.2021.3114800,Real-Time Visual Analysis of High-Volume Social Media Posts,7,Tan Tang,3,middle,https://openalex.org/A2894559844,,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University (e-mail: tangtan@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114800,Real-Time Visual Analysis of High-Volume Social Media Posts,7,Wei Chen,4,middle,https://openalex.org/A2998626336,https://orcid.org/0000-0001-6767-3099,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University (e-mail: chenwei@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114800,Real-Time Visual Analysis of High-Volume Social Media Posts,7,Yingcai Wu,5,middle,https://openalex.org/A2101266097,https://orcid.org/0000-0002-1119-3237,1.0,Zhejiang University,"[State Key Lab of CAD&CG, Zhejiang University (e-mail: ycwu@zju.edu.cn)]",https://openalex.org/I76130692,https://ror.org/00a2xv884,education,CN
2021,10.1109/tvcg.2021.3114800,Real-Time Visual Analysis of High-Volume Social Media Posts,7,Shixia Liu,6,middle,https://openalex.org/A2111177146,https://orcid.org/0000-0003-4499-6420,1.0,Tsinghua University,[Tsinghua University (e-mail: shixia@tsinghua.edu.cn)],https://openalex.org/I99065089,https://ror.org/03cve4549,education,CN
2021,10.1109/tvcg.2021.3114800,Real-Time Visual Analysis of High-Volume Social Media Posts,7,Thomas Ertl,7,last,https://openalex.org/A2083449707,https://orcid.org/0000-0003-4019-2505,1.0,University of Stuttgart,[University of Stuttgart (e-mail: thomas.ertl@vis.uni-stuttgart.de)],https://openalex.org/I100066346,https://ror.org/04vnq7t77,education,DE
2021,10.1109/tvcg.2021.3114822,CoUX: Collaborative Visual Analysis of Think-Aloud Usability Test Videos for Digital Interfaces,4,Ehsan Jahangirzadeh Soure,1,first,https://openalex.org/A3203167604,,,,,,,,
2021,10.1109/tvcg.2021.3114822,CoUX: Collaborative Visual Analysis of Think-Aloud Usability Test Videos for Digital Interfaces,4,Emily Kuang,2,middle,https://openalex.org/A3175567772,,,,,,,,
2021,10.1109/tvcg.2021.3114822,CoUX: Collaborative Visual Analysis of Think-Aloud Usability Test Videos for Digital Interfaces,4,Mingming Fan,3,middle,https://openalex.org/A2892869864,,,,,,,,
2021,10.1109/tvcg.2021.3114822,CoUX: Collaborative Visual Analysis of Think-Aloud Usability Test Videos for Digital Interfaces,4,Jian Zhao,4,last,https://openalex.org/A2154306252,https://orcid.org/0000-0003-4134-2739,,,,,,,
2021,10.1109/tvcg.2021.3114805,Professional Differences: A Comparative Study of Visualization Task Performance and Spatial Ability Across Disciplines,5,Kyle Wm. Hall,1,first,https://openalex.org/A2145976880,https://orcid.org/0000-0003-1611-7812,1.0,Temple University,Temple University (e-mail: kyle@layer6.ai),https://openalex.org/I84392919,https://ror.org/00kx1jb78,education,US
2021,10.1109/tvcg.2021.3114805,Professional Differences: A Comparative Study of Visualization Task Performance and Spatial Ability Across Disciplines,5,Anthony Kouroupis,2,middle,https://openalex.org/A3189802235,,1.0,University of Ontario Institute of Technology,Ontario Tech University (e-mail: anthony.kouroupis@ontariotechu.net),https://openalex.org/I39470171,https://ror.org/016zre027,education,CA
2021,10.1109/tvcg.2021.3114805,Professional Differences: A Comparative Study of Visualization Task Performance and Spatial Ability Across Disciplines,5,Anastasia Bezerianos,3,middle,https://openalex.org/A2676222217,https://orcid.org/0000-0002-7142-2548,1.0,University of Paris,LRI-Universit? Paris-Saclay (e-mail: anab@lri.fr),https://openalex.org/I204730241,https://ror.org/05f82e368,education,FR
2021,10.1109/tvcg.2021.3114805,Professional Differences: A Comparative Study of Visualization Task Performance and Spatial Ability Across Disciplines,5,Danielle Albers Szafir,4,middle,https://openalex.org/A2735424601,,1.0,University of Colorado Boulder,University of Colorado Boulder (e-mail: danielle.szafir@colorado.edu),https://openalex.org/I188538660,https://ror.org/02ttsq026,education,US
2021,10.1109/tvcg.2021.3114805,Professional Differences: A Comparative Study of Visualization Task Performance and Spatial Ability Across Disciplines,5,Christopher Collins,5,last,https://openalex.org/A2140209713,https://orcid.org/0000-0002-4520-7000,1.0,University of Ontario Institute of Technology,Ontario Tech University (e-mail: christopher.collins@ontariotechu.ca),https://openalex.org/I39470171,https://ror.org/016zre027,education,CA
2021,10.1109/tvcg.2020.3035823,"Rainbow Dash: Intuitiveness, Interpretability and Memorability of the Rainbow Color Scheme in Visualization",2,Izabela Gołębiowska,1,first,https://openalex.org/A2517758752,https://orcid.org/0000-0002-4307-7054,1.0,University of Warsaw,"[Faculty of Geography and Regional Studies, University of Warsaw, 49605 Warszawa, mazowieckie, Poland, 00-312 (e-mail: i.golebiowska@uw.edu.pl)]",https://openalex.org/I4654613,https://ror.org/039bjqg32,education,PL
2021,10.1109/tvcg.2020.3035823,"Rainbow Dash: Intuitiveness, Interpretability and Memorability of the Rainbow Color Scheme in Visualization",2,Arzu Çöltekin,2,last,https://openalex.org/A26018536,https://orcid.org/0000-0002-3178-3509,1.0,University of Applied Sciences and Arts Northwestern Switzerland,"[Institute for Interactive Technologies, University of Applied Sciences and Arts Northwestern Switzerland School of Education Institute for Educational Research and Development, 414387 Windisch, AG, Switzerland, (e-mail: arzu.coltekin@fhnw.ch)]",https://openalex.org/I2972652528,https://ror.org/04mq2g308,education,CH
2021,10.1109/tvcg.2021.3114811,"Learning Objectives, Insights, and Assessments: How Specification Formats Impact Design",3,Elsie Lee-Robbins,1,first,https://openalex.org/A3189311032,,1.0,University of Michigan–Ann Arbor,"[University of Michigan, School of Information (e-mail: elsielee@umich.edu)]",https://openalex.org/I27837315,https://ror.org/00jmfr291,education,US
2021,10.1109/tvcg.2021.3114811,"Learning Objectives, Insights, and Assessments: How Specification Formats Impact Design",3,Shiqing He,2,middle,https://openalex.org/A2096643695,,1.0,University of Michigan–Ann Arbor,"[University of Michigan, School of Information (e-mail: heslicia@umich.edu)]",https://openalex.org/I27837315,https://ror.org/00jmfr291,education,US
2021,10.1109/tvcg.2021.3114811,"Learning Objectives, Insights, and Assessments: How Specification Formats Impact Design",3,Eytan Adar,3,last,https://openalex.org/A2305277957,,1.0,University of Michigan–Ann Arbor,"[University of Michigan, School of Information (e-mail: eadar@umich.edu)]",https://openalex.org/I27837315,https://ror.org/00jmfr291,education,US
2021,10.1109/tvcg.2021.3114830,Untidy Data: The Unreasonable Effectiveness of Tables,3,Lyn Bartram,1,first,https://openalex.org/A2153175125,,,,,,,,
2021,10.1109/tvcg.2021.3114830,Untidy Data: The Unreasonable Effectiveness of Tables,3,Michael Correll,2,middle,https://openalex.org/A2097422673,https://orcid.org/0000-0001-7902-3907,,,,,,,
2021,10.1109/tvcg.2021.3114830,Untidy Data: The Unreasonable Effectiveness of Tables,3,Melanie Tory,3,last,https://openalex.org/A3145702239,,,,,,,,
2021,10.1109/tvcg.2021.3114770,Accessible Visualization via Natural Language Descriptions: A Four-Level Model of Semantic Content,2,Alan Lundgard,1,first,https://openalex.org/A2973132059,,1.0,Massachusetts Institute of Technology,MIT - CSAIL,https://openalex.org/I63966007,https://ror.org/042nb2s44,education,US
2021,10.1109/tvcg.2021.3114770,Accessible Visualization via Natural Language Descriptions: A Four-Level Model of Semantic Content,2,Arvind Satyanarayan,2,last,https://openalex.org/A2022576506,https://orcid.org/0000-0001-5564-635X,1.0,Massachusetts Institute of Technology,MIT - CSAIL,https://openalex.org/I63966007,https://ror.org/042nb2s44,education,US
2021,10.1109/tvcg.2021.3114829,Towards Understanding Sensory Substitution for Accessible Visualization: An Interview Study,6,Pramod Chundury,1,first,https://openalex.org/A2611573094,,,,,,,,
2021,10.1109/tvcg.2021.3114829,Towards Understanding Sensory Substitution for Accessible Visualization: An Interview Study,6,Biswaksen Patnaik,2,middle,https://openalex.org/A2590247623,,,,,,,,
2021,10.1109/tvcg.2021.3114829,Towards Understanding Sensory Substitution for Accessible Visualization: An Interview Study,6,Yasmin Reyazuddin,3,middle,https://openalex.org/A3204814891,,,,,,,,
2021,10.1109/tvcg.2021.3114829,Towards Understanding Sensory Substitution for Accessible Visualization: An Interview Study,6,Christine Tang,4,middle,https://openalex.org/A3202166867,,,,,,,,
2021,10.1109/tvcg.2021.3114829,Towards Understanding Sensory Substitution for Accessible Visualization: An Interview Study,6,Jonathan Lazar,5,middle,https://openalex.org/A3202338863,,,,,,,,
2021,10.1109/tvcg.2021.3114829,Towards Understanding Sensory Substitution for Accessible Visualization: An Interview Study,6,Niklas Elmqvist,6,last,https://openalex.org/A2193023912,https://orcid.org/0000-0001-5805-5301,,,,,,,
2021,10.1109/tvcg.2021.3114846,Communicating Visualizations without Visuals: Investigation of Visualization Alternative Text for People with Visual Impairments,5,Crescentia Jung,1,first,https://openalex.org/A3189308075,,,,,,,,
2021,10.1109/tvcg.2021.3114846,Communicating Visualizations without Visuals: Investigation of Visualization Alternative Text for People with Visual Impairments,5,Shubham Mehta,2,middle,https://openalex.org/A3189507595,,,,,,,,
2021,10.1109/tvcg.2021.3114846,Communicating Visualizations without Visuals: Investigation of Visualization Alternative Text for People with Visual Impairments,5,Atharva Kulkarni,3,middle,https://openalex.org/A3192542881,,,,,,,,
2021,10.1109/tvcg.2021.3114846,Communicating Visualizations without Visuals: Investigation of Visualization Alternative Text for People with Visual Impairments,5,Yuhang Zhao,4,middle,https://openalex.org/A2553414606,,,,,,,,
2021,10.1109/tvcg.2021.3114846,Communicating Visualizations without Visuals: Investigation of Visualization Alternative Text for People with Visual Impairments,5,Yea-Seul Kim,5,last,https://openalex.org/A2653329838,,,,,,,,
2021,10.1109/tvcg.2021.3114845,GenNI: Human-AI Collaboration for Data-Backed Text Generation,6,Hendrik Strobelt,1,first,https://openalex.org/A2499608054,https://orcid.org/0000-0002-8995-1683,1.0,IBM,IBM,https://openalex.org/I1341412227,https://ror.org/05hh8d621,company,US
2021,10.1109/tvcg.2021.3114845,GenNI: Human-AI Collaboration for Data-Backed Text Generation,6,Jambay Kinley,2,middle,https://openalex.org/A3203666356,,,,,,,,
2021,10.1109/tvcg.2021.3114845,GenNI: Human-AI Collaboration for Data-Backed Text Generation,6,Robert Krueger,3,middle,https://openalex.org/A2493064477,https://orcid.org/0000-0002-6468-8356,,,,,,,
2021,10.1109/tvcg.2021.3114845,GenNI: Human-AI Collaboration for Data-Backed Text Generation,6,Johanna Beyer,4,middle,https://openalex.org/A2140258171,https://orcid.org/0000-0002-3505-9171,,,,,,,
2021,10.1109/tvcg.2021.3114845,GenNI: Human-AI Collaboration for Data-Backed Text Generation,6,Hanspeter Pfister,5,middle,https://openalex.org/A2102290556,https://orcid.org/0000-0002-3620-2582,,,,,,,
